gene_name,dN,dS,omega
SLI_RS35430,0.0053,0.0089,0.59275
SLI_RS35435,0.0021,0.017,0.12568
SLI_RS35440,0.0116,0,NA
SLI_RS35445,0.0124,0.0032,3.90538
SLI_RS35465,0.002,0,NA
SLI_RS35475,0,0.0055,0
SLI_RS35480,0,0,0
SLI_RS35485,0.00195,0.01895,0.078375
SLI_RS35490,0.0021,0,NA
SLI_RS35495,0.0042,0,NA
SLI_RS35500,0.0037,0,NA
SLI_RS35510,0,0.0429,0
SLI_RS35515,0,0,0
SLI_RS35535,0.0013,0.0367,0.03664
SLI_RS35545,0,0.0424,0
SLI_RS35550,0,0,0
SLI_RS35560,0.0101,0.0127,0.79349
SLI_RS35565,0.0027,0.024,0.11118
SLI_RS35570,0.0021,0.0419,0.05048
SLI_RS35575,0.0048,0.0423,0.11276
SLI_RS35590,0,0.0217,0
SLI_RS35595,0.0184,0.0037,4.99625
SLI_RS35610,0.0079,0.0051,1.54308
SLI_RS35625,0,0,0
SLI_RS35630,0.004,0.024,0.16839
SLI_RS35635,0,0.0357,0
SLI_RS35645,0.0004,0.0221,0.01858
SLI_RS35650,0,0,0
SLI_RS35670,0.0023,0.0394,0.0578
SLI_RS35685,0.0031,0,NA
SLI_RS35695,0.00245,0.0037,0.32831
SLI_RS35710,0.005,0.0073,0.68522
SLI_RS35715,0.0009,0.0121,0.07114
SLI_RS35720,0.0041,0,NA
SLI_RS35725,0.0028,0.0076,0.37513
SLI_RS35730,0.0035,0.0041,0.84098
SLI_RS35735,0,0,0
SLI_RS35740,0.0159,0.0072,2.20819
SLI_RS35745,0.0036,0.0012,3.00485
SLI_RS35770,0.00566666666666667,0.00656666666666667,NA
SLI_RS35780,0.00465,0.011,NA
SLI_RS35790,0.0208,0.0047,4.43483
SLI_RS35795,0.0034,0.0091,0.37115
SLI_RS35815,0.0028,0.0028,1.0032
SLI_RS35820,0.00445,0.0214,0.2399
SLI_RS35825,0.0036,0.003,1.2209
SLI_RS35835,0.0066,0.0073,0.90481
SLI_RS35855,0.00163333333333333,0.0388333333333333,0.0398933333333333
SLI_RS35860,0.000766666666666667,0.00243333333333333,NA
SLI_RS35865,0,0.0058,0
SLI_RS35870,0.0022,0,NA
SLI_RS35880,0.0072,0.0021,3.50551
SLI_RS35885,0,0.0091,0
SLI_RS35890,0.0042,0.0027,1.54906
SLI_RS35895,0.01215,0,NA
SLI_RS35915,0,0.0076,0
SLI_RS35925,0.0024,0.0315,0.07552
SLI_RS35935,0.0068,0.111,0.06166
SLI_RS35940,0.0018,0.0093,0.19368
SLI_RS35945,0.0073,0.0136,0.53432
SLI_RS35950,0.0075,0.0031,2.42898
SLI_RS35955,0.0096,0.0042,2.9198
SLI_RS35960,0.0192,0,NA
SLI_RS35985,0.004,0.0173,0.23302
SLI_RS35990,0.0045,0,NA
SLI_RS35995,0.0064,0.0079,0.8064
SLI_RS36000,0.0016,0,NA
SLI_RS36015,0.0157,0,NA
SLI_RS36020,0,0.01255,0
SLI_RS36035,0.0283,0.0906,0.31233
SLI_RS36040,0.0067,0.0339,0.19794
SLI_RS36045,0.0047,0.0271,0.1754
SLI_RS36050,0.0062,0,NA
SLI_RS36060,0.0103,0.0001,139.78457
SLI_RS36070,0.0079,0.025,0.31615
SLI_RS36075,0.004,0,NA
SLI_RS36080,0.002,0.04,0.04875
SLI_RS36090,0.0024,0.057,0.04217
SLI_RS36100,0.0237,0,NA
SLI_RS36110,0.0103,0.0082,1.25564
SLI_RS36115,0.0024,0.0352,0.06844
SLI_RS36125,0.0138,0.0056,2.44349
SLI_RS36130,0.0055,0.0033,1.63238
SLI_RS36135,0,0.0218,0
SLI_RS36145,0,0.0106,0
SLI_RS36150,0.0021,0.0062,0.33219
SLI_RS36165,0.0025,0,NA
SLI_RS36170,0.0026,0.0168,0.15251
SLI_RS36180,0.00565,0,NA
SLI_RS36185,0,0.0207,0
SLI_RS36190,0.0064,0.0167333333333333,NA
SLI_RS36195,0.004,0.0043,0.92815
SLI_RS36200,0,0.0048,0
SLI_RS36210,0.0059,0.0044,1.34519
SLI_RS36230,0.0051,0,NA
SLI_RS36235,0.000233333333333333,0.0117333333333333,0.00693666666666667
SLI_RS36240,0.005,0,NA
SLI_RS36255,0.0047,0.0056,0.84272
SLI_RS36260,0.0038,0.0197,0.19506
SLI_RS36270,0.0009,0.0026,0.34147
SLI_RS36275,0.00465,0.002,1.15398
SLI_RS36285,0.0091,0.0057,1.60784
SLI_RS36290,0.0066,0,NA
SLI_RS36310,0,0.0129,0
SLI_RS36315,0.0011,0,NA
SLI_RS36325,0.001,0,NA
SLI_RS36330,0.0012,0,NA
SLI_RS36340,0,0,0
SLI_RS36360,0.0008,0.00155,0.254485
SLI_RS36365,0.02865,0.02095,1.308495
SLI_RS36370,0.00415,0.00665,0.65218
SLI_RS36375,0.0023,0.04125,0.036635
SLI_RS36380,0.0037,0,NA
SLI_RS36385,0.0029,0.0054,0.54908
SLI_RS36390,0,0.0154,0
SLI_RS36395,0,0.0066,0
SLI_RS36405,0.0036,0,NA
SLI_RS36410,0.0053,0.0081,0.65353
SLI_RS36415,0.0043,0.03725,0.11153
SLI_RS36425,0,0.0125,0
SLI_RS36435,0,0.0047,0
SLI_RS36440,0.0021,0.0031,0.68411
SLI_RS36445,0.0023,0,NA
SLI_RS36450,0,0,0
SLI_RS36455,0.0043,0.0036,1.20295
SLI_RS36460,0,0,0
SLI_RS36465,0,0.0622,0
SLI_RS36470,0.0011,0.0222,0.05134
SLI_RS36480,0.0066,0.0207,0.31667
SLI_RS36490,0.0035,0.0794,0.04412
SLI_RS36495,0,0.0092,0
SLI_RS36500,0.0034,0.0322,0.10587
SLI_RS36525,0,0,0
SLI_RS36530,0,0.0271,0
SLI_RS36535,0,0.0125,0
SLI_RS36540,0.0198,0.0105,1.87792
SLI_RS36545,0,0.0615,0
SLI_RS36555,0.0015,0.0403,0.03741
SLI_RS36560,0,0.0816,0
SLI_RS36565,0.0105,0,NA
SLI_RS36570,0.0074,0.0052,1.42558
SLI_RS36575,0.00325,0,NA
SLI_RS36580,0.0126,0.0477,0.26387
SLI_RS36585,0.0033,0.0025,1.30717
SLI_RS36590,0,0.0387,0
SLI_RS36595,0,0.0101,0
SLI_RS36600,0,0,0
SLI_RS36605,0,0,0
SLI_RS36610,0.0056,0,NA
SLI_RS36615,0.0058,0,NA
SLI_RS36625,0.004,0,NA
SLI_RS36630,0.0026,0.0274,0.09455
SLI_RS36640,0.0008,0.0395,0.02005
SLI_RS36645,0.0007,0.004,0.17074
SLI_RS36655,0.000333333333333333,0.0145333333333333,0.00778
SLI_RS36660,0,0.00575,0
SLI_RS36690,0.0006,0.0233,0.02423
SLI_RS36700,0.0006,0.01175,0.02525
SLI_RS36710,0.0022,0.0065,0.33485
SLI_RS36720,0.001,0.0307,0.03306
SLI_RS36730,0.0013,0.0762,0.01647
SLI_RS36740,0.0046,0.0884,0.05247
SLI_RS36750,0,0,0
SLI_RS36755,0,0,0
SLI_RS36760,0.0015,0.0188,0.07777
SLI_RS36765,0.0046,0.0133,0.34436
SLI_RS36770,0.0016,0.0194,0.08225
SLI_RS36775,0.00135,0.00645,0.192055
SLI_RS36780,0,0.0483,0
SLI_RS36790,0,0.0142,0
SLI_RS36795,0.0023,0.005,0.45609
SLI_RS36805,0,0,0
SLI_RS36815,0.0018,0.0236,0.07708
SLI_RS36820,0.00145,0,NA
SLI_RS36830,0,0,0
SLI_RS36835,0,0,0
SLI_RS36855,0,0,0
SLI_RS36860,0.0056,0.0089,0.63122
SLI_RS36880,0,0.0117,0
SLI_RS36885,0.00115,0,NA
SLI_RS36900,0.0101,0,NA
SLI_RS36905,0.00223333333333333,0.0159,0.0859866666666667
SLI_RS36910,0.00795,0.0027,NA
SLI_RS36915,0.0038,0,NA
SLI_RS36925,0,0,0
SLI_RS36930,0.012,0.0125,0.96381
SLI_RS36950,0.009,0.013,0.68955
SLI_RS36970,0.0065,0,NA
SLI_RS36975,0.0085,0,NA
SLI_RS36980,0.0029,0.0567,0.05111
SLI_RS36990,0,0.019,0
SLI_RS36995,0.0008,0.0937,0.00855
SLI_RS37015,0,0.03,0
SLI_RS37020,0,0,0
SLI_RS37025,0,0,0
SLI_RS37030,0,0,0
SLI_RS37035,0,0,0
SLI_RS37040,0.0017,0.0349,0.04921
SLI_RS37045,0.0029,0.1382,0.02122
SLI_RS37050,0.0006,0.0137,0.04523
SLI_RS37060,0.00185,0.0602,0.0332
SLI_RS37070,0.0024,0,NA
SLI_RS37075,0.0012,0.0769,0.01508
SLI_RS37080,0.0138,0.0061,2.2641
SLI_RS37095,0.0409,0.0427,0.95773
SLI_RS37100,0.0103,0.1062,0.09661
SLI_RS37105,0.01865,0.0945,5.50271
SLI_RS37110,0.0055,0.0971,0.05705
SLI_RS37125,0,0.0343,0
SLI_RS37130,0,0.0165,0
SLI_RS37135,0.0051,0.00215,NA
SLI_RS37140,0.0016,0,NA
SLI_RS37145,0.0035,0,NA
SLI_RS37150,0.0069,0.0019,3.61443
SLI_RS37155,0.006,0.0172,0.346885
SLI_RS37160,0,0.05,0
SLI_RS37175,0.0098,0,NA
SLI_RS37180,0.005,0,NA
SLI_RS37185,0.0008,0.0419,0.02024
SLI_RS37190,0.0015,0.0353,0.04381
SLI_RS37195,0.0015,0.0186,0.07979
SLI_RS37205,0.0137,0.0045,3.02005
SLI_RS37215,0.0049,0.00575,0.42849
SLI_RS37220,0.0021,0,NA
SLI_RS37230,0.009,0.0057,1.58937
SLI_RS37235,0.0119,0,NA
SLI_RS37240,0,0.0721,0
SLI_RS37255,0,0,0
SLI_RS37260,0,0,0
SLI_RS37265,0.00333333333333333,0.00973333333333333,NA
SLI_RS37275,0,0,0
SLI_RS37285,0.007,0,NA
SLI_RS37290,0,0,0
SLI_RS37295,0,0,0
SLI_RS37310,0.00065,0,NA
SLI_RS37320,0,0.0445,0
SLI_RS37325,0.0009,0,NA
SLI_RS37330,0.00233333333333333,0,NA
SLI_RS37335,0.004,0.0082,0.48153
SLI_RS37340,0,0.0157,0
SLI_RS37350,0.0008,0.0312,0.02605
SLI_RS37355,0.00506666666666667,0.00426666666666667,NA
SLI_RS37360,0.0016,0,NA
SLI_RS37365,0.0036,0.00245,NA
SLI_RS37370,0.0026,0.0322,0.08213
SLI_RS37380,0.0046,0,NA
SLI_RS37385,0.0013,0.0167,0.07758
SLI_RS37390,0.0124,0,NA
SLI_RS37395,0.0039,0.0648,0.06031
SLI_RS37400,0.0073,0.0162,0.44753
SLI_RS37415,0.0009,0.03,0.03113
SLI_RS37420,0,0.0202,0
SLI_RS37425,0.0033,0.0417,0.07845
SLI_RS37445,0.0086,0,NA
SLI_RS37460,0.0059,0.0101,0.58574
SLI_RS37480,0.002,0,NA
SLI_RS37485,0,0.0548,0
SLI_RS37490,0,0.017,0
SLI_RS37500,0.0058,0.0049,1.17436
SLI_RS37505,0,0.0129,0
SLI_RS37520,0.0068,0.0024,2.7925
SLI_RS37525,0.0046,0.0072,0.6419
SLI_RS37535,0.0062,0.0081,0.76803
SLI_RS37540,0.0008,0.0017,0.49461
SLI_RS37550,0.0013,0,NA
SLI_RS37560,0,0.0218,0
SLI_RS37585,0.004,0.00305,NA
SLI_RS37595,0.0009,0,NA
SLI_RS37605,0.00105,0,NA
SLI_RS37610,0.001725,0.013325,0.8428375
SLI_RS37620,0.0074,0.007,1.05974
SLI_RS37625,0,0.0188,0
SLI_RS37635,0,0.0634,0
SLI_RS37640,0.004,0,NA
SLI_RS37645,0.0069,0.003,1.49934
SLI_RS37650,0.0076,0.0013,5.63115
SLI_RS37665,0,0,0
SLI_RS37675,0,0.0249,0
SLI_RS37685,0,0.0157,0
SLI_RS37695,0,0.037,0
SLI_RS37700,0.001,0,NA
SLI_RS37705,0.0016,0,NA
SLI_RS37715,0.0053,0,NA
SLI_RS37720,0.007,0,NA
SLI_RS37725,0.0132,0,NA
SLI_RS37730,0,0.0153,0
SLI_RS37740,0,0.0218,0
SLI_RS37755,0,0.0104,0
SLI_RS37765,0,0,0
SLI_RS37785,0.0023,0.0017,1.35888
SLI_RS37790,0.0028,0.0562,0.04987
SLI_RS37795,0,0,0
SLI_RS37800,0.0059,0.0103,0.57217
SLI_RS37805,0,0.0117,0
SLI_RS37810,0.002,0,NA
SLI_RS37825,0.0033,0,NA
SLI_RS37830,0.0076,0.0093,0.81551
SLI_RS37845,0.0018,0.0083,0.22221
SLI_RS37850,0.0034,0,NA
SLI_RS37855,0.0159,0.0159,1.00125
SLI_RS37870,0.0093,0,NA
SLI_RS37880,0,0.0281,0
SLI_RS37885,0.0077,0.0377,0.20551
SLI_RS37895,0.0036,0,NA
SLI_RS37910,0,0.0123,0
SLI_RS37920,0,0.0144,0
SLI_RS37940,0.00065,0,NA
SLI_RS37945,0.003,0.0085,0.35297
SLI_RS37950,0.0014,0,NA
SLI_RS37955,0,0,0
SLI_RS37970,0,0.0217,0
SLI_RS37990,0,0,0
SLI_RS37995,0,0,0
SLI_RS38000,0.0017,0,NA
SLI_RS38015,0,0.0387,0
SLI_RS38030,0.0019,0.0134,0.14222
SLI_RS38040,0.0009,0.0065,0.1349
SLI_RS38050,0.0028,0,NA
SLI_RS38055,0,0.0054,0
SLI_RS38075,0.0021,0.0057,0.36505
SLI_RS38090,0.0056,0,NA
SLI_RS38100,0,0.0351,0
SLI_RS38120,0,0,0
SLI_RS38125,0,0,0
SLI_RS38130,0.0056,0,NA
SLI_RS38135,0,0,0
SLI_RS38145,0.0036,0.0001,28.2932
SLI_RS38180,0.0024,0,NA
SLI_RS38200,0.0022,0,NA
SLI_RS38215,0.0024,0,NA
SLI_RS38220,0.0064,0,NA
SLI_RS38240,0.0073,0,NA
SLI_RS38245,0.0024,0.0217,0.11235
SLI_RS38255,0.0069,0.0017,3.94365
SLI_RS38265,0,0.0103,0
SLI_RS38270,0,0.0194,0
SLI_RS38290,0.0051,0.0156,0.32478
SLI_RS38300,0.0069,0.0099,0.69213
SLI_RS38310,0.0009,0.0221,0.04227
SLI_RS38325,0.00485,0.0057,1.03907
SLI_RS38340,0.0057,0.0129,0.44001
SLI_RS38345,0,0,0
SLI_RS38355,0.0051,0,NA
SLI_RS38365,0.0027,0,NA
SLI_RS38380,0.0092,0.0072,1.27453
SLI_RS38385,0.0023,0.0033,0.72088
SLI_RS38390,0.00785,0.0206,NA
SLI_RS38395,0,0,0
SLI_RS38400,0.0072,0,NA
SLI_RS38440,0.0025,0.0656,0.03773
SLI_RS38450,0.0025,0.0138,0.18087
SLI_RS38530,0.000866666666666667,0.0017,0.351246666666667
SLI_RS38560,0.0025,0.03005,0.091625
SLI_RS38590,0.0089,0,NA
SLI_RS38615,0,0.0063,0
SLI_RS38670,0.0009,0.0107,0.08796
SLI_RS38710,0.0008,0,NA
SLI_RS38730,0.0026,0.027,0.09548
SLI_RS38775,0.0034,0.0403,0.08428
SLI_RS38805,0.0165,0.024,0.68673
SLI_RS38820,0.0032,0.067,0.04771
SLI_RS38840,0.00315,0,NA
SLI_RS38880,0.002,0.0111,0.1826
SLI_RS38925,0.0017,0,NA
SLI_RS39005,0.0128,0.0435,0.40728
SLI_RS39045,0.0028,0,NA
SLI_RS39105,0,0.037,0
SLI_RS39110,0.002,0,NA
SLI_RS39140,0.0013,0.0195,0.06697
SLI_RS39165,0.0065,0,NA
SLI_RS39190,0.0073,0.0023,3.18996
SLI_RS39270,0.0038,0.0173,0.21861
SLI_RS39310,0.0009,0,NA
SLI_RS39330,0,0,0
SLI_RS39340,0.0006,0.0286,0.01978
SLI_RS39390,0.0645,0.1948,0.33105
SLI_RS39410,0.0038,0.0337,0.11162
SLI_RS39415,0,0,0
SLI_RS39425,0.0008,0.0501,0.01541
SLI_RS39440,0,0,0
SLI_RS39495,0.00595,0,NA
SLI_RS39505,0.0038,0.004,0.94864
SLI_RS39515,0.0019,0.00465,NA
SLI_RS39560,0,0,0
SLI_RS39655,0.0047,0.0316,0.14746
SLI_RS39660,0,0.0103,0
SLI_RS39675,0,0,0
SLI_RS39730,0.0042,0.0013,3.2098
SLI_RS39770,0.54512,0.49494,1.163796
SLI_RS39820,0,0,0
SLI_RS39830,0,0.0122,0
SLI_RS39835,0.0027,0.0146,0.18597
SLI_RS39840,0.062175,0.09435,0.4908875
SLI_RS39885,0.0055,0,NA
SLI_RS40105,0.0323,0.0298,1.0838
SLI_RS40145,0.0049,0.0032,1.51582
SLI_RS40205,0.0125,0,NA
